CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits,Churn
756 ,47 ,Female,Houston,Bronze,26 ,241 ,Clothing,11/19/2023,Other,Weekly,0
472 ,27 ,Other,Chicago,Gold,6 ,136 ,Sports,7/19/2023,Teacher,Weekly,1
1007 ,27 ,Male,Houston,Platinum,83 ,767 ,Sports,6/26/2023,Artist,Daily,0
394 ,33 ,Female,Miami,Platinum,60 ,286 ,Books,7/11/2023,Other,Weekly,0
1365 ,37 ,Male,New York,Silver,12 ,400 ,Books,11/28/2023,Artist,Rarely,0
1104 ,66 ,Other,Los Angeles,Platinum,86 ,758 ,Sports,5/12/2023,Retired,Weekly,0
348 ,35 ,Male,Los Angeles,Platinum,52 ,381 ,Toys,4/3/2023,Other,Daily,0
811 ,35 ,Other,New York,Bronze,79 ,173 ,Books,5/15/2023,Retired,Weekly,1
330 ,25 ,Other,Miami,Silver,64 ,848 ,Toys,7/10/2023,Doctor,Monthly,0
135 ,53 ,Male,Houston,Silver,86 ,1496 ,Clothing,11/5/2023,Doctor,Rarely,1
1171 ,52 ,Male,Seattle,Platinum,76 ,197 ,Clothing,3/15/2023,Salesperson,Daily,0
10 ,68 ,Female,Seattle,Platinum,57 ,849 ,Home Goods,11/16/2023,Engineer,Daily,0
960 ,51 ,Female,Chicago,Platinum,63 ,3453 ,Electronics,1/4/2023,Artist,Weekly,0
1384 ,40 ,Other,Los Angeles,Bronze,80 ,1927 ,Clothing,9/15/2023,Other,Monthly,1
11 ,54 ,Female,Houston,Gold,73 ,2705 ,Electronics,12/8/2023,Salesperson,Weekly,1
648 ,54 ,Other,Seattle,Gold,82 ,788 ,Electronics,10/18/2023,Teacher,Daily,1
651 ,61 ,Other,New York,Bronze,81 ,254 ,Books,9/28/2023,Student,Rarely,1
1075 ,53 ,Female,Seattle,Bronze,74 ,926 ,Home Goods,2/8/2023,Salesperson,Daily,0
1292 ,26 ,Female,Miami,Bronze,22 ,4103 ,Electronics,9/16/2023,Retired,Monthly,1
285 ,58 ,Other,Chicago,Platinum,60 ,1231 ,Sports,7/1/2023,Doctor,Weekly,1
712 ,33 ,Other,Los Angeles,Platinum,92 ,590 ,Sports,11/19/2023,Engineer,Monthly,0
371 ,18 ,Male,Houston,Platinum,58 ,447 ,Toys,10/4/2023,Salesperson,Rarely,0
599 ,53 ,Other,Miami,Gold,44 ,375 ,Sports,2/5/2023,Other,Daily,1
1470 ,59 ,Other,Los Angeles,Silver,72 ,270 ,Books,4/22/2023,Salesperson,Rarely,1
126 ,39 ,Other,New York,Silver,82 ,413 ,Books,12/5/2023,Teacher,Monthly,0
408 ,36 ,Male,Chicago,Silver,39 ,293 ,Home Goods,6/10/2023,Other,Monthly,1
1347 ,61 ,Other,Houston,Platinum,55 ,88 ,Toys,11/30/2023,Student,Rarely,0
1271 ,27 ,Other,Chicago,Platinum,46 ,1066 ,Sports,7/9/2023,Other,Rarely,0
737 ,61 ,Male,New York,Silver,9 ,1659 ,Home Goods,8/15/2023,Retired,Monthly,1
542 ,47 ,Male,Houston,Gold,14 ,108 ,Books,7/8/2023,Doctor,Daily,1
140 ,53 ,Male,Chicago,Bronze,65 ,848 ,Home Goods,9/3/2023,Other,Weekly,1
261 ,,Other,Chicago,Silver,,,,6/11/2023,Student,Daily,0
474 ,37 ,Female,Miami,Bronze,80 ,149 ,Books,11/18/2023,Other,Weekly,1
166 ,48 ,Female,Seattle,Silver,63 ,1277 ,Clothing,5/7/2023,Doctor,Daily,0
227 ,36 ,Male,Chicago,Gold,22 ,525 ,Home Goods,7/13/2023,Teacher,Rarely,0
1178 ,49 ,Male,New York,Gold,22 ,802 ,Toys,7/22/2023,Student,Daily,1
192 ,63 ,Female,Chicago,Platinum,66 ,489 ,Books,5/26/2023,Teacher,Monthly,0
307 ,47 ,Male,Miami,Silver,3 ,803 ,Toys,4/13/2023,Doctor,Daily,0
636 ,48 ,Female,Chicago,Gold,67 ,697 ,Toys,1/26/2023,Teacher,Rarely,1
1144 ,45 ,Female,Houston,Bronze,38 ,780 ,Toys,11/9/2023,Artist,Weekly,1
1312 ,47 ,Male,Miami,Silver,6 ,1916 ,Clothing,5/29/2023,Doctor,Rarely,1
483 ,54 ,Other,New York,Bronze,88 ,1444 ,Home Goods,12/25/2023,Teacher,Rarely,1
1208 ,49 ,Male,Miami,Platinum,56 ,460 ,Sports,11/1/2023,Doctor,Weekly,0
764 ,21 ,Male,Los Angeles,Platinum,90 ,3447 ,Electronics,5/26/2023,Doctor,Monthly,0
1130 ,68 ,Male,Houston,Bronze,10 ,372 ,Books,10/25/2023,Retired,Daily,0
321 ,45 ,Male,New York,Bronze,45 ,1162 ,Clothing,7/28/2023,Engineer,Weekly,0
1193 ,29 ,Female,New York,Gold,95 ,1476 ,Home Goods,9/26/2023,Doctor,Weekly,1
1462 ,41 ,Male,Seattle,Bronze,62 ,1360 ,Sports,4/21/2023,Teacher,Monthly,0
18 ,56 ,Other,Chicago,Silver,50 ,1645 ,Home Goods,8/15/2023,Doctor,Rarely,0
617 ,52 ,Other,Miami,Silver,32 ,2826 ,Home Goods,4/23/2023,Engineer,Monthly,1
431 ,57 ,Other,Houston,Platinum,27 ,1727 ,Clothing,1/27/2023,Salesperson,Daily,0
1463 ,45 ,Other,Chicago,Silver,67 ,99 ,Toys,7/7/2023,Retired,Daily,0
1263 ,,Male,Houston,Bronze,,,,4/14/2023,Artist,Weekly,0
1323 ,57 ,Male,Los Angeles,Platinum,1 ,298 ,Books,7/23/2023,Retired,Weekly,0
1143 ,68 ,Male,Miami,Silver,3 ,921 ,Clothing,2/26/2023,Artist,Monthly,1
1042 ,47 ,Male,Houston,Gold,14 ,108 ,Books,7/8/2023,Doctor,Daily,1
